student_id,course_id,subject,feedback_text,rating,date,true_category,true_sentiment,processed_text,dominant_topic,cluster
S43295,HIS813,History,I found the Learning Resources in History to be very well organized and useful.,5,2024-10-10,Learning Resources,Positive,found learning resource history well organized useful,Topic_3,3
S68864,ECO278,Economics,"I think the Facilities in Economics was average, nothing special.",4,2025-01-05,Facilities,Neutral,think facility economics average nothing special,Topic_5,2
S17012,HIS317,History,Neither good nor bad Facilities in the History course.,4,2024-09-30,Facilities,Neutral,neither good bad facility history course,Topic_1,2
S82158,BIO409,Biology,The Learning Resources in the Biology course was adequate.,4,2024-06-30,Learning Resources,Neutral,learning resource biology course adequate,Topic_4,2
S61369,HIS893,History,I was disappointed with the Learning Resources in the History course.,2,2024-10-03,Learning Resources,Negative,disappointed learning resource history course,Topic_4,2
S55684,CHE794,Chemistry,The Course Content in Chemistry met the basic requirements.,4,2025-04-04,Course Content,Neutral,course content chemistry met basic requirement,Topic_4,2
S94710,BIO949,Biology,The Facilities in Biology needs significant improvement.,1,2024-09-24,Facilities,Negative,facility biology need significant improvement,Topic_3,2
S40194,PSY720,Psychology,The Learning Resources in the Psychology course was adequate.,4,2024-11-17,Learning Resources,Neutral,learning resource psychology course adequate,Topic_4,2
S44199,ECO590,Economics,The Learning Resources in the Economics class exceeded my expectations.,5,2024-07-20,Learning Resources,Positive,learning resource economics class exceeded expectation,Topic_1,1
S39902,PSY716,Psychology,I found the Assessment Methods in Psychology to be very well organized and useful.,5,2024-09-07,Assessment Methods,Positive,found assessment method psychology well organized useful,Topic_3,3
S91672,PSY530,Psychology,I found the Assessment Methods in Psychology to be very well organized and useful.,4,2024-10-04,Assessment Methods,Positive,found assessment method psychology well organized useful,Topic_3,3
S43764,ECO168,Economics,The Course Content in the Economics class exceeded my expectations.,4,2024-05-18,Course Content,Positive,course content economics class exceeded expectation,Topic_1,1
S11044,ECO994,Economics,The Course Content in the Economics class exceeded my expectations.,4,2025-01-14,Course Content,Positive,course content economics class exceeded expectation,Topic_1,1
S32052,CHE295,Chemistry,The Learning Resources in Chemistry needs significant improvement.,3,2025-01-26,Learning Resources,Negative,learning resource chemistry need significant improvement,Topic_3,2
S85830,MAT684,Mathematics,The instructor's Teaching Quality approach in Mathematics was outstanding.,5,2024-05-13,Teaching Quality,Positive,instructor teaching quality approach mathematics outstanding,Topic_5,2
S54998,CHE209,Chemistry,The Learning Resources in the Chemistry class exceeded my expectations.,4,2025-03-06,Learning Resources,Positive,learning resource chemistry class exceeded expectation,Topic_1,1
S63786,HIS713,History,The instructor's Facilities approach in History was outstanding.,4,2025-01-08,Facilities,Positive,instructor facility approach history outstanding,Topic_5,2
S59915,BIO824,Biology,Neither good nor bad Support Services in the Biology course.,4,2024-11-29,Support Services,Neutral,neither good bad support service biology course,Topic_1,2
S73110,CHE658,Chemistry,Poor Facilities made the Chemistry course difficult to follow.,3,2025-02-11,Facilities,Negative,poor facility made chemistry course difficult follow,Topic_4,2
S82191,PSY362,Psychology,I was disappointed with the Teaching Quality in the Psychology course.,1,2025-01-06,Teaching Quality,Negative,disappointed teaching quality psychology course,Topic_1,2
S17037,LIT863,Literature,Neither good nor bad Assessment Methods in the Literature course.,3,2025-02-13,Assessment Methods,Neutral,neither good bad assessment method literature course,Topic_1,2
S67710,BIO490,Biology,"Great Support Services in the Biology course, very helpful for my learning.",5,2024-09-10,Support Services,Positive,great support service biology course helpful learning,Topic_2,4
S99056,MAT421,Mathematics,"Great Teaching Quality in the Mathematics course, very helpful for my learning.",4,2024-06-10,Teaching Quality,Positive,great teaching quality mathematics course helpful learning,Topic_2,4
S14098,ECO213,Economics,I found the Facilities in Economics to be very well organized and useful.,5,2025-03-07,Facilities,Positive,found facility economics well organized useful,Topic_3,3
S40165,LIT411,Literature,"Great Course Content in the Literature course, very helpful for my learning.",5,2024-12-25,Course Content,Positive,great course content literature course helpful learning,Topic_2,4
S24907,CHE762,Chemistry,I struggled with Chemistry due to inadequate Course Content.,2,2025-02-06,Course Content,Negative,struggled chemistry due inadequate course content,Topic_3,2
S38668,CHE819,Chemistry,"Great Facilities in the Chemistry course, very helpful for my learning.",5,2024-08-04,Facilities,Positive,great facility chemistry course helpful learning,Topic_2,4
S31852,PSY367,Psychology,"Great Learning Resources in the Psychology course, very helpful for my learning.",4,2025-03-04,Learning Resources,Positive,great learning resource psychology course helpful learning,Topic_2,4
S41660,PHY827,Physics,I really enjoyed the Physics course. The Assessment Methods was excellent.,5,2024-08-06,Assessment Methods,Positive,really enjoyed physic course assessment method excellent,Topic_2,0
S25349,HIS565,History,The Assessment Methods in the History class was below standard.,1,2024-05-31,Assessment Methods,Negative,assessment method history class standard,Topic_1,1
S36830,ECO834,Economics,I really enjoyed the Economics course. The Support Services was excellent.,5,2024-09-25,Support Services,Positive,really enjoyed economics course support service excellent,Topic_2,0
S20794,BIO597,Biology,"Great Course Content in the Biology course, very helpful for my learning.",5,2024-12-04,Course Content,Positive,great course content biology course helpful learning,Topic_2,4
S52474,PHY690,Physics,The Course Content in the Physics class was below standard.,1,2024-11-24,Course Content,Negative,course content physic class standard,Topic_1,1
S94691,MAT643,Mathematics,"I think the Assessment Methods in Mathematics was average, nothing special.",4,2024-11-11,Assessment Methods,Neutral,think assessment method mathematics average nothing special,Topic_5,2
S28459,PSY493,Psychology,The Assessment Methods in the Psychology course was adequate.,3,2024-04-29,Assessment Methods,Neutral,assessment method psychology course adequate,Topic_1,2
S26902,MAT906,Mathematics,I really enjoyed the Mathematics course. The Course Content was excellent.,4,2024-07-19,Course Content,Positive,really enjoyed mathematics course course content excellent,Topic_2,0
S29098,LIT577,Literature,"I think the Assessment Methods in Literature was average, nothing special.",4,2024-08-24,Assessment Methods,Neutral,think assessment method literature average nothing special,Topic_5,2
S67951,COM201,Computer Science,"The Computer Science course had reasonable Facilities, but could be improved.",4,2024-09-03,Facilities,Neutral,computer science course reasonable facility could improved,Topic_2,3
S41148,CHE129,Chemistry,The Assessment Methods in Chemistry met the basic requirements.,3,2025-03-25,Assessment Methods,Neutral,assessment method chemistry met basic requirement,Topic_4,2
S58025,HIS878,History,"Great Support Services in the History course, very helpful for my learning.",4,2025-01-09,Support Services,Positive,great support service history course helpful learning,Topic_2,4
S78112,COM199,Computer Science,The Teaching Quality in Computer Science met the basic requirements.,4,2024-05-09,Teaching Quality,Neutral,teaching quality computer science met basic requirement,Topic_2,2
S53992,HIS707,History,Neither good nor bad Assessment Methods in the History course.,3,2024-09-07,Assessment Methods,Neutral,neither good bad assessment method history course,Topic_1,2
S26320,BIO730,Biology,"Great Course Content in the Biology course, very helpful for my learning.",4,2024-09-01,Course Content,Positive,great course content biology course helpful learning,Topic_2,4
S47436,PSY637,Psychology,I really enjoyed the Psychology course. The Learning Resources was excellent.,5,2024-08-10,Learning Resources,Positive,really enjoyed psychology course learning resource excellent,Topic_2,0
S56296,MAT353,Mathematics,The instructor's Facilities approach in Mathematics was outstanding.,5,2025-02-10,Facilities,Positive,instructor facility approach mathematics outstanding,Topic_5,2
S88521,CHE690,Chemistry,"The Chemistry course had reasonable Assessment Methods, but could be improved.",4,2024-09-13,Assessment Methods,Neutral,chemistry course reasonable assessment method could improved,Topic_2,3
S55727,BIO922,Biology,I really enjoyed the Biology course. The Assessment Methods was excellent.,4,2024-07-22,Assessment Methods,Positive,really enjoyed biology course assessment method excellent,Topic_2,0
S91099,ECO363,Economics,I really enjoyed the Economics course. The Teaching Quality was excellent.,5,2024-04-18,Teaching Quality,Positive,really enjoyed economics course teaching quality excellent,Topic_2,0
S54000,PSY357,Psychology,"Great Facilities in the Psychology course, very helpful for my learning.",4,2024-05-25,Facilities,Positive,great facility psychology course helpful learning,Topic_2,4
